"Activity Type","Transaction Ref ID",Customer/CFA,"Customer/CFA ID","Customer/CFA external ID","Customer/CFA Name","Customer Address",City,"customer subtype",planned(Yes/No),"Customer/CFA Latitude","Customer/CFA Longitude","Visit Date","Visit Time","User BR ID","User Name","User Emp Role ID","user role",reportsToBRID,reportsToName,partner_name,partner_external_id,Purpose,Details,starting_km_reading,ending_km_reading,latitude,longitude,"Activity Address","Distance Away from Customer (in meters)","Synced On"
Order,89972535,Customer,13128194,0002004852,"2004852 - KISHAN AGRO CENTRE - AMOD","STATION RD, NR BHAGYODAY CINEMA,, AT & PO AMOD, VADODARA, Gujarat, India, 391240","AT & PO AMOD",Dealer,No,,,2026-01-29,12:42:26,239261,"Manoj Singh_vadodara",B20,"Territory Manager",239425,"Nhanu Jadhav_ahmedabad",CFA-Ahemdabad,A621,Orders,"Order from 2004852 - KISHAN AGRO CENTRE - AMOD",,,21.9798517,72.872575,,NA,"29 Jan 2026 12:42:31 PM"
Order,89972520,Customer,18623168,0002021537,"2021537 - S.B ENTERPRISE","PANCHGRAM HATPARA NABAGRAM MURSHIDABAD, MURSHIDABAD, MURSHIDABAD, West Bengal, India, 742184",MURSHIDABAD,DISTRIBUTOR,No,,,2026-01-29,12:42:23,241197,"Masud Rijwan_BERHAMPORE",D18,"Territory Manager",241098,"Sumit Sarkar_South Bengal",CFA-Kolkata,A333,Orders,"Order from 2021537 - S.B ENTERPRISE",,,23.938203,88.2408241,,NA,"29 Jan 2026 12:42:24 PM"
Workflow,34181029,Customer,16578942,"-- --","Dharmendra patel","jhirniya, jhirniya, Zirnya, Indore Division, Madhya Pradesh, India, 451221",Zirnya,Farmer,No,22.274388500000,75.729497000000,2026-01-29,12:42:21,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.2714633,75.79974,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",7234.87,"29 Jan 2026 12:42:23 PM"
"Customer Creation",18996137,Customer,18996137,"-- --",Sajeeva,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:42:15,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Sajeeva,,,,,,NA,"29 Jan 2026 12:42:16 PM"
Order,89972501,Customer,13261583,0002016585,"2016585 - HERBY CHEM - KOLKATA","6A, DR. RAJENDRA PRASAD SARANI,, KOLKATA, West Bengal, India, 700001",KOLKATA,DISTRIBUTOR,No,,,2026-01-29,12:42:11,241114,"Arnab Halder_Kolkata",K3,"Territory Manager",241109,"Mohit Kumar Saha_Corporate Tea",PARGANA-BAIKUNTHAPUR,A332,Orders,"Order from 2016585 - HERBY CHEM - KOLKATA",,,22.5454665,88.3508983,,NA,"29 Jan 2026 12:42:12 PM"
Workflow,34181014,Customer,16578275,"-- --","Kevalram malviya","nandra, nandra, Nandra, Indore Division, Madhya Pradesh, India, 451225",Nandra,Farmer,No,22.210786300000,75.767896200000,2026-01-29,12:41:53,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.27153,75.7997633,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",7508.24,"29 Jan 2026 12:41:55 PM"
"Customer Creation",18996136,Customer,18996136,"-- --",Gangadhar,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:41:36,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Gangadhar,,,,,,NA,"29 Jan 2026 12:41:37 PM"
Workflow,34180998,Customer,13754912,"-- --","dinesh ji","banjari , banjari , Kawdiya, Indore Division, Madhya Pradesh, India, 451221",Kawdiya,Farmer,No,22.240002500000,75.752246300000,2026-01-29,12:41:29,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.2715233,75.7997183,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",6012.35,"29 Jan 2026 12:41:30 PM"
"Customer Creation",18996132,Customer,18996132,"-- --","Ganesh ","Chennampatti , Chennampatti , Anthiyur , India, 638501","-- --",Farmer,No,11.711413700000,77.673020500000,2026-01-29,12:41:16,251478,"DIVID PL_ANTHIYUR",3466378,"Sales Rep",239791,Vetrivel.G_ERODE,"Trichy Warehouse",A772,"New Retailer","Ganesh ",,,11.7114137,77.6730205,"PM6F+R4, Jarathal, Tamil Nadu 638504, India",NA,"29 Jan 2026 12:41:28 PM"
Workflow,34180978,Customer,13754887,"-- --","Santosh ji ","banjari , banjari , Kawdiya, Indore Division, Madhya Pradesh, India, 451221",Kawdiya,Farmer,No,22.240051400000,75.752284500000,2026-01-29,12:41:10,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.2714517,75.7997283,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",6002.19,"29 Jan 2026 12:41:11 PM"
Workflow,34180969,Customer,13754883,"-- --","ramkrishna patidar ","banjari , banjari , Kawdiya, Indore Division, Madhya Pradesh, India, 451221",Kawdiya,Farmer,No,22.240051400000,75.752284500000,2026-01-29,12:40:48,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.2714517,75.7996633,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",5996.75,"29 Jan 2026 12:40:49 PM"
"Start Day",3114975,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:40:42,241197,"Masud Rijwan_BERHAMPORE",D18,"Territory Manager",241098,"Sumit Sarkar_South Bengal",,,"Day Started","Day Started",,,23.9381188,88.2405771,,NA,"29 Jan 2026 12:40:42 PM"
"Visit Note",10811994,Customer,13110554,"-- --","Vitthal Agro agencies Bhose ","bhose pathi , bhose pathi , Bhose Pati, Pune Division, Maharashtra, India, 413315","Bhose Pati",Retailer,No,17.809268000000,75.301062400000,2026-01-29,12:40:35,251428,"Atul Sadashiv More",3224356,"Sales Rep",239442,"Mangesh Bhosale_Pandharpur","CFA - Pune",A521,"Customer Note","product Discussion",,,17.8077015,75.3016058,"R852+7MM, Bhose Pati, Maharashtra 413315, India",183.432,"29 Jan 2026 12:40:36 PM"
Workflow,34180961,Customer,16400939,"-- --",Marimuthu,"alankulam , Alangulam, Tamil Nadu, India, 627754",Alangulam,Farmer,No,9.150118600000,77.668862700000,2026-01-29,12:40:30,253016,"Rajendran B",3545573,"Sales Rep",239803,"Sowenderrajan L _Tirunelveli","Trichy Warehouse",A772,"Farmer Revisit","Farmer Revisit",,,9.1502029,77.6689206,"5M29+MVX, Kalugumalai Rd, Alangulam, Tamil Nadu 627754, India",11.3254,"29 Jan 2026 12:40:32 PM"
Workflow,34180958,Customer,13738467,"-- --","ramkrishna ji ","banjari , banjari , Gadi, Indore Division, Madhya Pradesh, India, 451221",Gadi,Farmer,No,22.217789700000,75.789812100000,2026-01-29,12:40:27,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.2714467,75.79967,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",6051.74,"29 Jan 2026 12:40:28 PM"
"Customer Updation",18623168,Customer,18623168,0002021537,"2021537 - S.B ENTERPRISE","PANCHGRAM HATPARA NABAGRAM MURSHIDABAD, MURSHIDABAD, MURSHIDABAD, West Bengal, India, 742184",MURSHIDABAD,DISTRIBUTOR,No,,,2026-01-29,12:40:25,241197,"Masud Rijwan_BERHAMPORE",D18,"Territory Manager",241098,"Sumit Sarkar_South Bengal",CFA-Kolkata,A333,"Retailer Route Added - Balirghat_Murshidabad","Retailer Route Added - Balirghat_Murshidabad",,,,,,NA,"29 Jan 2026 12:40:25 PM"
Order,89972317,Customer,12799681,0002017581,"2017581 - AMAR NATH AND SONS","VILL. BHADAUR, R/O NO 112,, BHADAUR, BARNALA, Punjab, India, 148102",BHADAUR,DISTRIBUTOR,No,,,2026-01-29,12:40:16,238151,"Yatendera Rana_BARNALA",A64,"Territory Manager",239596,"Vacant TL_Punjab",A123-Ludhiana,A123,Orders,"Order from 2017581 - AMAR NATH AND SONS",,,30.4745438,75.3312127,,NA,"29 Jan 2026 12:40:16 PM"
Workflow,34180944,Customer,13738322,"-- --","tarun ji ","kavdiya ,  , Gadi, Indore Division, Madhya Pradesh, India, 451221",Gadi,Farmer,No,22.217801500000,75.789804900000,2026-01-29,12:40:06,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.27148,75.7997283,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",6055.23,"29 Jan 2026 12:40:07 PM"
Workflow,34180932,Customer,13738508,"-- --","Narendra ji","kavdiya , kavdiya , Gadi, Indore Division, Madhya Pradesh, India, 451221",Gadi,Farmer,No,22.217820600000,75.789841300000,2026-01-29,12:39:46,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.271475,75.7997983,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",6053.18,"29 Jan 2026 12:39:47 PM"
Workflow,34180931,Customer,18996128,"-- --",Praju,"Raita Bandhu Agri Clinic Chinya, Kharadya, Nagamangala , Chinya, Mandya, Karnataka , India, 571431",Chinya,Farmer,No,,,2026-01-29,12:39:46,276471,"Santhoshgowda K M",3858993,"Sales Rep",231722,"Pushpa B P_MYSORE","CFA - Bangalore",A754,"Farmer Revisit","Farmer Revisit",,,12.6738953,76.6884849,"MMFQ+9J5, Karadya, Karnataka 571431, India",NA,"29 Jan 2026 12:39:46 PM"
Tourvisit,16142529,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:39:32,240303,"Kattamuri S V N S S Bhaskar Mani Sekhar_Raichur",C34,"Territory Manager",240300,"Yankappa - Bellary",,,Others,"visit for noc",,,16.3726517,77.3536433,"2nd Cross, Hyderabad, Road, Devarsugur, Karnataka 584170, India",NA,"29 Jan 2026 12:39:32 PM"
"Customer Creation",18996128,Customer,18996128,"-- --",Praju,"Raita Bandhu Agri Clinic Chinya, Kharadya, Nagamangala , Chinya, Mandya, Karnataka , India, 571431",Chinya,Farmer,No,,,2026-01-29,12:39:22,276471,"Santhoshgowda K M",3858993,"Sales Rep",231722,"Pushpa B P_MYSORE","CFA - Bangalore",A754,"New Retailer",Praju,,,,,,NA,"29 Jan 2026 12:39:23 PM"
Workflow,34180915,Customer,13738576,"-- --","radheshyam ji","kavdiya , kavdiya , Gadi, Indore Division, Madhya Pradesh, India, 451221",Gadi,Farmer,No,22.217865000000,75.789624100000,2026-01-29,12:39:21,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.271475,75.7998133,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",6052.4,"29 Jan 2026 12:39:22 PM"
"Visit Note",10811977,Customer,13681356,"-- --","Agri Junction Ashoda ","Asoda, Asoda, Asaura, Meerut Division, Uttar Pradesh, India, 245101",Asaura,Retailer,No,28.758608100000,77.767903200000,2026-01-29,12:39:05,244058,"Arun kumar",3290603,"Sales Rep",238130,"Mohit Kumar Tomar_Hapur",A183-LUCKNOW,A183,"Customer Note","Order Disscuss",,,28.758558,77.767914,"QQ59+94H, Asaura Rd, Asaura, Uttar Pradesh 245101, India",5.66888,"29 Jan 2026 12:39:06 PM"
"Customer Creation",18996125,Customer,18996125,"-- --",Subash,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:39:00,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Subash,,,,,,NA,"29 Jan 2026 12:39:01 PM"
Workflow,34180896,Customer,13738305,"-- --","shivam ji patidar ","kavdiya , kavdiya , Gadi, Indore Division, Madhya Pradesh, India, 451221",Gadi,Farmer,No,22.217836500000,75.789899400000,2026-01-29,12:38:57,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.2714767,75.799815,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",6050.9,"29 Jan 2026 12:38:59 PM"
"Visit Note",10811976,Customer,17206386,"-- --","Krishna Beej Bhandar ","Etawah road Hainbara , Hainbara , S, Lachwai, Kanpur Division, Uttar Pradesh, India, 206130",Lachwai,Retailer,No,26.927385300000,78.964726000000,2026-01-29,12:38:52,273403,"Deepak kumar",3816738,"Sales Rep",238127,"Rohit Gaur_Agra",A183-LUCKNOW,A183,"Customer Note","Vipul Booster double",,,26.8818642,78.905451,"VWJ4+P6C, Jaswantnagar Rd, Downtown, Jaswantnagar, Uttar Pradesh 206245, India",7756.43,"29 Jan 2026 12:38:53 PM"
Tourvisit,16142521,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:38:41,240522,"Thanrunkumar reddy_kurnool",C01,"Territory Manager",240516,"Levidi Manikya Reddy_Kurnool",,,"Business Meeting","Sri Laxmi Venkateshwara fertilizers and pesticides nandikotukur sales visiting ",,,15.8557269,78.2638816,"KG Rd, beside madam rice mill, Nandikotkur, Andhra Pradesh 518401, India",NA,"29 Jan 2026 12:38:45 PM"
Tourvisit,16142520,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:38:25,263871,"BALVINDER SINGH",3750499,"Sales Rep",238111,"Davinder Singh_Sri Ganganagar",,,"Beginning of the day","sriganganagar ",,,29.93191,73.8665747,"D- BLOCK, DISTRICT COURT COMPLEX, MAHARAJA GANGA, Bhagat Singh Chowk, Collectorate Area, Old Dhan Mandi, Sri Ganganagar, Rajasthan 335001, India",NA,"29 Jan 2026 12:38:44 PM"
"Visit Note",10811973,Customer,15390765,0002020533,"2020533 - KUNSI AGRO TRADERS - SHAKTINAGAR","85, RAGHAVENDRA COLONY,, RAICHUR, Karnataka, India, 584170",RAICHUR,Dealer,No,16.372536800000,77.353780000000,2026-01-29,12:38:35,240303,"Kattamuri S V N S S Bhaskar Mani Sekhar_Raichur",C34,"Territory Manager",240300,"Yankappa - Bellary",CFA-Bellary,A753,"Customer Note","visit for payment",,,16.3725879,77.3536721,"2nd Cross, Hyderabad, Road, Devarsugur, Karnataka 584170, India",12.8371,"29 Jan 2026 12:38:36 PM"
Workflow,34180880,Customer,13738534,"-- --","omprakash ji","banjari , banjari , Gadi, Indore Division, Madhya Pradesh, India, 451221",Gadi,Farmer,No,22.217855300000,75.789802800000,2026-01-29,12:38:27,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.2714867,75.7997717,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",6050.86,"29 Jan 2026 12:38:29 PM"
"Start Day",3114912,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:38:24,263871,"BALVINDER SINGH",3750499,"Sales Rep",238111,"Davinder Singh_Sri Ganganagar",,,"Day Started","Day Started",,,29.93191,73.8665747,,NA,"29 Jan 2026 12:38:25 PM"
"Customer Creation",18996121,Customer,18996121,"-- --",Basha,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:38:08,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Basha,,,,,,NA,"29 Jan 2026 12:38:10 PM"
Workflow,34180867,Customer,14987304,"-- --","muthusamy ","chennampatti , chennampatti , anthiyur , Jarathal, Tamil Nadu, India, 638504",Jarathal,Farmer,No,11.710746400000,77.674533100000,2026-01-29,12:38:07,251478,"DIVID PL_ANTHIYUR",3466378,"Sales Rep",239791,Vetrivel.G_ERODE,"Trichy Warehouse",A772,"Farmer Revisit","Farmer Revisit",,,11.7110812,77.6731162,"PM6F+R4, Jarathal, Tamil Nadu 638504, India",158.693,"29 Jan 2026 12:38:09 PM"
Workflow,34180865,Customer,13738298,"-- --","pawan patidar ","kavdiya , kavdiya , Gadi, Indore Division, Madhya Pradesh, India, 451221",Gadi,Farmer,No,22.217841500000,75.789886100000,2026-01-29,12:38:03,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.2714667,75.7998117,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",6049.43,"29 Jan 2026 12:38:04 PM"
"Visit Note",10811964,Customer,18996119,"-- --","Vithai Krushi Seva Kendra Nampur ","Nampur Satana Road ,  , Nalkas, Nashik Division, Maharashtra, India, 423204",Nalkas,Retailer,No,20.714711600000,74.296175000000,2026-01-29,12:37:55,254332,"Sager Puri",3561257,"Sales Rep",231726,"Yogesh Bharti_Satana","CFA - Pune",A521,"Customer Note","retailers order",,,20.7153193,74.2962507,"P78X+432, Nampur Rd, Nampur, Maharashtra 423204, India",68.0271,"29 Jan 2026 12:37:56 PM"
"Start Day",3114890,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:37:54,274159,"Utkarsh sudhir lokhande",3810824,"Sales Rep",239249,prashant_Sangamner,,,"Day Started","Day Started",,,,,,NA,"29 Jan 2026 12:37:55 PM"
Workflow,34180855,Customer,13738285,"-- --","chandrakant ji ","kavdiya , kavdiya , Rampura, Indore Division, Madhya Pradesh, India, 451225",Rampura,Farmer,No,22.219112200000,75.795017500000,2026-01-29,12:37:45,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.271485,75.7997983,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",5844.06,"29 Jan 2026 12:37:47 PM"
"Customer Creation",18996119,Customer,18996119,"-- --","Vithai Krushi Seva Kendra Nampur ","Nampur Satana Road ,  , Nalkas, Nashik Division, Maharashtra, India, 423204",Nalkas,Retailer,No,20.714711600000,74.296175000000,2026-01-29,12:37:42,254332,"Sager Puri",3561257,"Sales Rep",231726,"Yogesh Bharti_Satana","CFA - Pune",A521,"New Retailer","Vithai Krushi Seva Kendra Nampur ",,,20.7147116,74.296175,"NH 752G, Maharashtra 423204, India",NA,"29 Jan 2026 12:37:43 PM"
"Customer Creation",18996118,Customer,18996118,"-- --","Kanchan Singh ","Barobar Khurd,  , Barobara Khurd, Agra Division, Uttar Pradesh, India, 283125","Barobara Khurd",Farmer,No,27.014357700000,78.162683600000,2026-01-29,12:37:31,277765,"Brihma Datta",3872701,"Sales Rep",238127,"Rohit Gaur_Agra",A183-LUCKNOW,A183,"New Retailer","Kanchan Singh ",,,27.0143577,78.1626836,"2567+WCP, Barobara Khurd, Uttar Pradesh 283125, India",NA,"29 Jan 2026 12:37:43 PM"
Tourvisit,16142516,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:37:37,239791,Vetrivel.G_ERODE,C04,"Territory Manager",239807,"JEEVA RAMALINGAM_SALEM",,,Others,"Raj Agro Agencies ",,,11.4751345,77.5786713,"FHGH+2CQ, SH 82, Appakudal, Tamil Nadu 638315, India",NA,"29 Jan 2026 12:37:41 PM"
Workflow,34180848,Customer,18660093,"-- --","Deepak ji","karahi, karahi, B, Katargaon, Indore Division, Madhya Pradesh, India, 451220",Katargaon,Farmer,No,22.220303300000,75.798198300000,2026-01-29,12:37:25,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.2714617,75.7997467,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",5690.51,"29 Jan 2026 12:37:27 PM"
"Customer Creation",18996114,Customer,18996114,"-- --","Thiyaguu ","Chennampatti , Chennampatti , Anthiyur , Jarathal, Erode, Tamil Nadu, India, 638504",Jarathal,Farmer,No,11.711065100000,77.673126600000,2026-01-29,12:37:18,251478,"DIVID PL_ANTHIYUR",3466378,"Sales Rep",239791,Vetrivel.G_ERODE,"Trichy Warehouse",A772,"New Retailer","Thiyaguu ",,,11.7110651,77.6731266,"PM6F+R4, Jarathal, Tamil Nadu 638504, India",NA,"29 Jan 2026 12:37:19 PM"
"Visit Note",10811949,Customer,14622305,"-- --","Baveja enterprises ","Lalpur , Lalpur , Lalpur , Lalpur, Kumaon Division, Uttarakhand, India, 263148",Lalpur,Retailer,No,28.937622800000,79.464100600000,2026-01-29,12:37:15,249972,"ABHISHEK SINGH",3435079,"Sales Rep",238120,"shubham Gupta_KICHHA",A183-LUCKNOW,A183,"Customer Note","Retaler visit product discuss",,,28.9376522,79.464145,"WFQ7+3M2, Lalpur, Uttarakhand 263148, India",5.41688,"29 Jan 2026 12:37:16 PM"
"Customer Creation",18996112,Customer,18996112,"-- --",Ramesh,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:37:00,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Ramesh,,,,,,NA,"29 Jan 2026 12:37:02 PM"
Order,89972053,Customer,17187670,0002021093,"2021093 - SHRI PADMAVATI KRUSHI SEVA KENDRA","VPC NO 1938/ 1, RAIBAG ROAD, KABBUR,, Kabbur, Belgaum Division, Karnataka, India, 591222",Kabbur,Dealer,No,16.349860700000,74.728867600000,2026-01-29,12:36:52,240322,"Sachin Tammaraya_BELGAUM",A52,"Territory Manager",240319,"Vishwaradhya Biradar-HUBLI",CFA-Bellary,A753,Orders,"Order from 2021093 - SHRI PADMAVATI KRUSHI SEVA KENDRA",,,16.5256154,74.9551248,,31050.1,"29 Jan 2026 12:36:53 PM"
"Customer Creation",18996111,Customer,18996111,"-- --","Bhuri Singh ","Barobar Khurd,  , Barobara Khurd, Agra Division, Uttar Pradesh, India, 283125","Barobara Khurd",Farmer,No,27.014357700000,78.162683600000,2026-01-29,12:36:49,277765,"Brihma Datta",3872701,"Sales Rep",238127,"Rohit Gaur_Agra",A183-LUCKNOW,A183,"New Retailer","Bhuri Singh ",,,27.0143577,78.1626836,"2567+WCP, Barobara Khurd, Uttar Pradesh 283125, India",NA,"29 Jan 2026 12:36:51 PM"
"Visit Note",10811944,Customer,13201717,0002005302,"2005302 - SRI LAKSHMI AGENCIES - KANKIPADU","street, KANKIPADU, KRISHNA, India, 521151",KANKIPADU,Dealer,No,16.430131700000,80.771300800000,2026-01-29,12:36:46,240484,"Anuhya Pavuluri_Eluru",B04,"Territory Manager",240482,"PARISE VENKATA CHALAPATHI RAO_Vijayawada",Vijayawada,A732,"Customer Note","dealer visit",,,16.434557,80.7678202,"Kankipadu Main Road M G ROAD PIN CODE -521151, Kankipadu, Andhra Pradesh 521151, India",616.36,"29 Jan 2026 12:36:48 PM"
"Customer Creation",18996110,Customer,18996110,"-- --","Sandeep Chayal","A, Ghursal , H, घुड़साल, हिसार डिवीजन, हरियाणा, India, 125052",घुड़साल,Farmer,No,29.175561700000,75.420671700000,2026-01-29,12:36:46,280352,"RAM NIWAS",,"Sales Rep",238170,"Kuldeep Godara  _Hissar",A141-Hisar,A141,"New Retailer","Sandeep Chayal",,,29.1755617,75.4206717,"5CGC+58R, घुड़साल हिसार, घुड़साल, हरियाणा 125052, India",NA,"29 Jan 2026 12:36:48 PM"
Workflow,34180824,Customer,18660080,"-- --","Rakesh ji","karahi, karahi, B, Katargaon, Indore Division, Madhya Pradesh, India, 451220",Katargaon,Farmer,No,22.220303300000,75.798198300000,2026-01-29,12:36:44,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.2714567,75.79975,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",5689.97,"29 Jan 2026 12:36:45 PM"
Order,89972033,Customer,12799681,0002017581,"2017581 - AMAR NATH AND SONS","VILL. BHADAUR, R/O NO 112,, BHADAUR, BARNALA, Punjab, India, 148102",BHADAUR,DISTRIBUTOR,No,,,2026-01-29,12:36:40,238151,"Yatendera Rana_BARNALA",A64,"Territory Manager",239596,"Vacant TL_Punjab",A123-Ludhiana,A123,Orders,"Order from 2017581 - AMAR NATH AND SONS",,,30.4745414,75.3312158,,NA,"29 Jan 2026 12:36:40 PM"
"Customer Creation",18996109,Customer,18996109,"-- --","Basi Reddy ","Havaligi , Havaligi , Vidapanakal , Uravakonda , Anantapur , Andhrapradesh , India, 515812","Uravakonda ",Farmer,No,,,2026-01-29,12:36:36,279552,"C.DHARINATH REDDY",,"Sales Rep",240517,"Pamidi Jabiullah_ananthpur",Vijayawada,A732,"New Retailer","Basi Reddy ",,,,,,NA,"29 Jan 2026 12:36:37 PM"
"Visit Note",10811942,Customer,14876740,0002020373,"2020373 - AGRAWAL BEEJ BHANDAR-GANGSARA","MAIN ROAD, V.P.O. GANGSARA,, POWAYAN, SHAHJAHANPUR, Uttar Pradesh, India, 242401",POWAYAN,DISTRIBUTOR,No,28.121453800000,80.166994600000,2026-01-29,12:36:36,239609,"Salman Hussain _Lakhimpur",A58,"Territory Manager",238114,"Digvijay Singh-East UP",A183-LUCKNOW,A183,"Customer Note","sale plan",,,28.1210017,80.16701,"45C8+9R8, Gangsara, Uttar Pradesh 242401, India",50.2914,"29 Jan 2026 12:36:36 PM"
